stdio    D C:\LIBS5303Build\allegro5\src\file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening C:\Users\Kirk\Documents\GitHub\BreakoutLevelEditor\bin\Debug\allegro5.cfg r
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:398  _al_score_display_settings       [   0.04592] Single Buffer requirement not met.
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:212  debug_display_settings           [   0.04593] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:398  _al_score_display_settings       [   0.04594] Single Buffer requirement not met.
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:212  debug_display_settings           [   0.04594] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:398  _al_score_display_settings       [   0.04595] Single Buffer requirement not met.
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:212  debug_display_settings           [   0.04595] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:398  _al_score_display_settings       [   0.04596] Single Buffer requirement not met.
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:212  debug_display_settings           [   0.04597] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:398  _al_score_display_settings       [   0.04597] Single Buffer requirement not met.
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:212  debug_display_settings           [   0.04598] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:398  _al_score_display_settings       [   0.04598] Single Buffer requirement not met.
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:212  debug_display_settings           [   0.04599] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:398  _al_score_display_settings       [   0.04600] Single Buffer requirement not met.
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:212  debug_display_settings           [   0.04600] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:398  _al_score_display_settings       [   0.04601] Single Buffer requirement not met.
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:212  debug_display_settings           [   0.04602] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:398  _al_score_display_settings       [   0.04602] Single Buffer requirement not met.
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:212  debug_display_settings           [   0.04603] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D C:\LIBS5303Build\allegro5\src\display_settings.c:398  _al_score_display_settings       [   0.04604] Single Buffer requirement not met.
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1669 d3d_create_display_internals     [   0.04605] Trying format 0.
d3d      I C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1344 d3d_display_thread_proc          [   0.04633] Chose a display format: 23
d3d      I C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1413 d3d_display_thread_proc          [   0.04636] Normal window.
d3d      I C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:781  d3d_create_device                [   0.06446] Using no depth stencil buffer
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:839  d3d_create_device                [   0.07978] BeginScene succeeded in create_device
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:847  d3d_create_device                [   0.07981] Success
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1692 d3d_create_display_internals     [   0.07988] Resumed after wait.
d3d      I C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1725 d3d_create_display_internals     [   0.07990] Format 0 succeeded.
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1756 d3d_create_display_internals     [   0.07996] Returning d3d_display: 02EE2200
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1781 d3d_create_display_locked        [   0.07996] al_display=02EE2200
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1782 d3d_create_display_locked        [   0.07997] al_display->vt=015BE768
system   D C:\LIBS5303Build\allegro5\src\win\wsystem.c:771  _al_win_safe_load_library        [   0.08039] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D C:\LIBS5303Build\allegro5\src\win\wsystem.c:682  load_library_at_path             [   0.08040] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I C:\LIBS5303Build\allegro5\src\win\wsystem.c:685  load_library_at_path             [   0.08075] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I C:\LIBS5303Build\allegro5\src\win\d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.08077] Module "d3dx9_43.dll" loaded.
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.08082] added dtor for timer 02EE5238, func 0042BFA4
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.08082] added dtor for timer 02EE55A8, func 0042BFA4
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08160] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08162] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08162] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08163] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08163] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08164] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08164] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08165] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08166] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.08166] Alpha doesn't match
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.08167] Adapter format is 23
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.08169] Found a format
d3d      I C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:2378 d3d_create_bitmap                [   0.08170] Chose bitmap format 9
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.08185] added dtor for bitmap 02EED598, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08186] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08187] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08187] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08188] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08189] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08190] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08190] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08191] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08191] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.08192] Alpha doesn't match
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.08192] Adapter format is 23
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.08193] Found a format
d3d      I C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:2378 d3d_create_bitmap                [   0.08193] Chose bitmap format 9
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.08200] added dtor for bitmap 02EED3D0, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08201] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08202] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08202] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08203] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08203] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08204] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08205] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08205] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08206] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.08206] Alpha doesn't match
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.08207] Adapter format is 23
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.08207] Found a format
d3d      I C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:2378 d3d_create_bitmap                [   0.08208] Chose bitmap format 9
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.08213] added dtor for bitmap 02EEEBD0, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08214] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08215] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08215] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08216] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08216] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08217] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08217] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08218] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08219] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.08219] Alpha doesn't match
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.08220] Adapter format is 23
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.08220] Found a format
d3d      I C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:2378 d3d_create_bitmap                [   0.08221] Chose bitmap format 9
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.08227] added dtor for bitmap 02EEEDA0, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08229] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08229] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08230] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08231] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08231] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08232] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08232] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08233] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08233] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.08234] Alpha doesn't match
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.08234] Adapter format is 23
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.08235] Found a format
d3d      I C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:2378 d3d_create_bitmap                [   0.08235] Chose bitmap format 9
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.08242] added dtor for bitmap 02EF01B8, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08243] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08244] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08244] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08245] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08245] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08246] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08246] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08247] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08247] Fake format
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.08248] Alpha doesn't match
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.08248] Adapter format is 23
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.08249] Found a format
d3d      I C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:2378 d3d_create_bitmap                [   0.08249] Chose bitmap format 9
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.08256] added dtor for bitmap 02EF1650, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08257] Fake format
